path,total_conversions,total_null,total_conversion_value
Organic Search > Organic Search > Direct > Display,0.0,1.0,0
Organic Search > Organic Search > Direct > Organic Search,0.0,4.0,0
Organic Search > Organic Search > Direct > Organic Search > Direct,0.0,2.0,0
Organic Search > Organic Search > Direct > Organic Search > Direct > Organic Search,0.0,1.0,0
Organic Search > Organic Search > Direct > Organic Search > Direct > Organic Search > Organic Search,0.0,1.0,0
Organic Search > Organic Search > Direct > Organic Search > Direct > Organic Search > Organic Search > Organic Search,0.0,1.0,0
Organic Search > Organic Search > Direct > Organic Search > Direct > Organic Search > Organic Search > Organic Search > Direct,0.0,1.0,0
Organic Search > Organic Search > Direct > Organic Search > Direct > Organic Search > Organic Search > Organic Search > Direct > Organic Search,0.0,1.0,0
Organic Search > Organic Search > Direct > Organic Search > Direct > Organic Search > Organic Search > Organic Search > Direct > Organic Search > Organic Search,0.0,1.0,0
Organic Search > Organic Search > Direct > Organic Search > Direct > Organic Search > Organic Search > Organic Search > Direct > Organic Search > Organic Search > Organic Search,0.0,1.0,0
Organic Search > Organic Search > Direct > Organic Search > Organic Search,0.0,2.0,0
Organic Search > Organic Search > Direct > Paid Search,0.0,1.0,0
Organic Search > Organic Search > Display,0.0,1.0,0
Organic Search > Organic Search > Organic Search,0.0,79.0,0
Organic Search > Organic Search > Organic Search > Direct,0.0,2.0,0
Organic Search > Organic Search > Organic Search > Direct > Referral,0.0,1.0,0
Organic Search > Organic Search > Organic Search > Organic Search,0.0,54.0,0
Organic Search > Organic Search > Organic Search > Organic Search > Direct,0.0,2.0,0
Organic Search > Organic Search > Organic Search > Organic Search > Organic Search,0.0,40.0,0
Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Direct,0.0,1.0,0
Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search,1.0,12.0,0
Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search,0.0,2.0,0
Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Referral,0.0,2.0,0
Organic Search > Organic Search > Referral,0.0,4.0,0
Organic Search > Organic Search > Referral > Organic Search,0.0,1.0,0
Organic Search > Organic Search > Social,0.0,1.0,0
Organic Search > Paid Search,1.0,85.0,0
Organic Search > Paid Search > Direct,0.0,6.0,0
Organic Search > Paid Search > Direct > Direct,0.0,2.0,0
Organic Search > Paid Search > Direct > Direct > Organic Search,0.0,1.0,0
Organic Search > Paid Search > Direct > Paid Search,0.0,1.0,0
Organic Search > Paid Search > Organic Search,0.0,14.0,0
Organic Search > Paid Search > Organic Search > Direct,0.0,6.0,0
Organic Search > Paid Search > Organic Search > Direct > Direct,0.0,2.0,0
Organic Search > Paid Search > Organic Search > Direct > Direct > Direct,0.0,1.0,0
Organic Search > Paid Search > Organic Search > Paid Search,0.0,1.0,0
Organic Search > Paid Search > Organic Search > Paid Search > Paid Search,0.0,1.0,0
Organic Search > Paid Search > Paid Search,1.0,7.0,0
Organic Search > Paid Search > Paid Search > Direct,0.0,1.0,0
Organic Search > Paid Search > Paid Search > Direct > Direct,0.0,1.0,0
Organic Search > Paid Search > Paid Search > Paid Search,1.0,2.0,0
Organic Search > Paid Search > Paid Search > Paid Search > Direct,0.0,1.0,0
Organic Search > Paid Search > Paid Search > Paid Search > Organic Search,0.0,1.0,0
Organic Search > Paid Search > Social,0.0,1.0,0
Organic Search > Paid Search > Social > Display,0.0,1.0,0
Organic Search > Referral,6.0,154.0,0
Organic Search > Referral > Direct,2.0,19.0,0
Organic Search > Referral > Direct > Direct,0.0,5.0,0
Organic Search > Referral > Direct > Direct > Organic Search,0.0,2.0,0
Organic Search > Referral > Direct > Direct > Organic Search > Referral,0.0,1.0,0
Organic Search > Referral > Direct > Direct > Organic Search > Referral > Direct,0.0,1.0,0
Organic Search > Referral > Direct > Direct > Organic Search > Referral > Direct > Direct,0.0,1.0,0
Organic Search > Referral > Organic Search,0.0,18.0,0
Organic Search > Referral > Organic Search > Direct,0.0,6.0,0
Organic Search > Referral > Organic Search > Direct > Direct,0.0,2.0,0
Organic Search > Referral > Organic Search > Direct > Direct > Direct,0.0,1.0,0
Organic Search > Referral > Organic Search > Direct > Organic Search,0.0,1.0,0
Organic Search > Referral > Organic Search > Referral,0.0,3.0,0
Organic Search > Referral > Organic Search > Referral > Direct,0.0,1.0,0
Organic Search > Referral > Organic Search > Referral > Direct > Direct,0.0,1.0,0
Organic Search > Referral > Organic Search > Referral > Organic Search,0.0,2.0,0
Organic Search > Referral > Organic Search > Referral > Organic Search > Direct,0.0,1.0,0
Organic Search > Referral > Referral,0.0,1.0,0
Organic Search > Referral > Referral > Direct,0.0,1.0,0
Organic Search > Referral > Referral > Direct > Direct,0.0,1.0,0
Organic Search > Referral > Social,0.0,1.0,0
Organic Search > Social,0.0,41.0,0
Organic Search > Social > Direct,0.0,3.0,0
Organic Search > Social > Direct > Direct,0.0,1.0,0
Organic Search > Social > Direct > Organic Search,0.0,1.0,0
Organic Search > Social > Direct > Organic Search > Direct,0.0,1.0,0
Organic Search > Social > Organic Search,0.0,5.0,0
Organic Search > Social > Organic Search > Direct,0.0,1.0,0
Organic Search > Social > Organic Search > Direct > Direct,0.0,1.0,0
Organic Search > Social > Organic Search > Direct > Direct > Direct,0.0,1.0,0
Organic Search > Social > Organic Search > Direct > Direct > Direct > Direct,0.0,1.0,0
Organic Search > Social > Organic Search > Direct > Direct > Direct > Direct > Direct,0.0,1.0,0
Organic Search > Social > Organic Search > Direct > Direct > Direct > Direct > Direct > Direct,0.0,1.0,0
Paid Search,18.0,1227.0,0
Paid Search > Direct,4.0,124.0,0
Paid Search > Direct > Direct,0.0,35.0,0
Paid Search > Direct > Direct > Direct,1.0,15.0,0
Paid Search > Direct > Direct > Direct > Direct,0.0,8.0,0
Paid Search > Direct > Direct > Direct > Direct > Direct,0.0,5.0,0
Paid Search > Direct > Direct > Direct > Direct > Direct > Direct,0.0,4.0,0
Paid Search > Direct > Direct > Direct > Direct > Direct > Direct > Direct,0.0,3.0,0
Paid Search > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,0.0,3.0,0
Paid Search > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,0.0,2.0,0
Paid Search > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,0.0,1.0,0
Paid Search > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,0.0,1.0,0
Paid Search > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,0.0,1.0,0
Paid Search > Direct > Direct > Direct > Direct > Direct > Organic Search,0.0,1.0,0
Paid Search > Direct > Direct > Direct > Direct > Direct > Organic Search > Paid Search,0.0,1.0,0
Paid Search > Direct > Direct > Direct > Direct > Direct > Organic Search > Paid Search > Paid Search,0.0,1.0,0
Paid Search > Direct > Direct > Direct > Direct > Direct > Organic Search > Paid Search > Paid Search > Direct,0.0,1.0,0
Paid Search > Direct > Direct > Direct > Direct > Direct > Organic Search > Paid Search > Paid Search > Direct > Direct,1.0,0.0,0
Paid Search > Direct > Direct > Organic Search,1.0,0.0,0
Paid Search > Direct > Direct > Organic Search > Direct,0.0,1.0,0
Paid Search > Direct > Organic Search,0.0,2.0,0
Paid Search > Direct > Paid Search,0.0,3.0,0
Paid Search > Direct > Paid Search > Paid Search,0.0,1.0,0
Paid Search > Display,0.0,10.0,0
Paid Search > Display > Direct,0.0,4.0,0
Paid Search > Display > Direct > Direct,0.0,1.0,0
Paid Search > Display > Direct > Display,0.0,1.0,0
Paid Search > Organic Search,2.0,103.0,0
Paid Search > Organic Search > Direct,0.0,11.0,0
Paid Search > Organic Search > Direct > Direct,0.0,4.0,0
Paid Search > Organic Search > Direct > Direct > Direct,0.0,1.0,0
Paid Search > Organic Search > Paid Search,0.0,4.0,0
Paid Search > Organic Search > Paid Search > Paid Search,0.0,1.0,0
Paid Search > Organic Search > Referral,0.0,1.0,0
Paid Search > Organic Search > Referral > Organic Search,0.0,1.0,0
Paid Search > Paid Search,3.0,51.0,0
Paid Search > Paid Search > Direct,0.0,5.0,0
Paid Search > Paid Search > Direct > Direct,1.0,1.0,0
Paid Search > Paid Search > Direct > Paid Search,1.0,2.0,0
Paid Search > Paid Search > Direct > Paid Search > Direct,0.0,1.0,0
Paid Search > Paid Search > Direct > Paid Search > Direct > Paid Search,0.0,1.0,0
Paid Search > Paid Search > Direct > Paid Search > Direct > Paid Search > Paid Search,0.0,1.0,0
Paid Search > Paid Search > Paid Search,0.0,12.0,0
Paid Search > Paid Search > Paid Search > Direct,0.0,2.0,0
Paid Search > Paid Search > Paid Search > Direct > Direct,0.0,2.0,0
Paid Search > Paid Search > Paid Search > Direct > Direct > Direct,0.0,1.0,0
Paid Search > Paid Search > Paid Search > Direct > Direct > Direct > Direct,0.0,1.0,0
Paid Search > Paid Search > Paid Search > Paid Search,0.0,2.0,0
Paid Search > Paid Search > Paid Search > Paid Search > Direct,0.0,1.0,0
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,0.0,1.0,0
Paid Search > Referral,0.0,9.0,0
Paid Search > Referral > Direct,0.0,1.0,0
Paid Search > Social,0.0,1.0,0
Referral,135.0,4741.0,0
Referral > Affiliates,0.0,5.0,0
Referral > Affiliates > Direct,0.0,4.0,0
Referral > Affiliates > Direct > Direct,0.0,2.0,0
Referral > Affiliates > Direct > Referral,0.0,1.0,0
Referral > Affiliates > Direct > Referral > Direct,0.0,1.0,0
Referral > Affiliates > Direct > Referral > Direct > Direct,0.0,1.0,0
Referral > Affiliates > Direct > Referral > Direct > Direct > Organic Search,0.0,1.0,0
Referral > Affiliates > Direct > Referral > Direct > Direct > Organic Search > Referral,0.0,1.0,0
Referral > Affiliates > Direct > Referral > Direct > Direct > Organic Search > Referral > Organic Search,0.0,1.0,0
Referral > Affiliates > Direct > Referral > Direct > Direct > Organic Search > Referral > Organic Search > Referral,0.0,1.0,0
Referral > Affiliates > Direct > Referral > Direct > Direct > Organic Search > Referral > Organic Search > Referral > Organic Search,0.0,1.0,0
Referral > Affiliates > Direct > Referral > Direct > Direct > Organic Search > Referral > Organic Search > Referral > Organic Search > Referral,0.0,1.0,0
Referral > Direct,67.0,750.0,0
Referral > Direct > Affiliates,0.0,1.0,0
Referral > Direct > Affiliates > Referral,0.0,1.0,0
Referral > Direct > Direct,27.0,229.0,0
Referral > Direct > Direct > Direct,6.0,104.0,0
Referral > Direct > Direct > Direct > Direct,6.0,40.0,0
Referral > Direct > Direct > Direct > Direct > Direct,1.0,26.0,0
Referral > Direct > Direct > Direct > Direct > Direct > Direct,0.0,11.0,0
Referral > Direct > Direct > Direct > Direct > Direct > Direct > Direct,0.0,7.0,0
Referral > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,0.0,1.0,0
Referral > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,0.0,1.0,0
Referral > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,1.0,0.0,0
Referral > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,0.0,1.0,0
Referral > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,0.0,1.0,0
Referral > Direct > Direct > Direct > Direct > Direct > Organic Search,0.0,1.0,0
Referral > Direct > Direct > Direct > Direct > Referral,0.0,1.0,0
Referral > Direct > Direct > Direct > Direct > Referral > Direct,1.0,0.0,0
Referral > Direct > Direct > Direct > Direct > Referral > Direct > Direct,0.0,1.0,0
Referral > Direct > Direct > Direct > Display,0.0,1.0,0
Referral > Direct > Direct > Direct > Display > Referral,0.0,1.0,0
Referral > Direct > Direct > Display,0.0,1.0,0
Referral > Direct > Direct > Organic Search,0.0,5.0,0
Referral > Direct > Direct > Organic Search > Referral,0.0,1.0,0
Referral > Direct > Direct > Paid Search,0.0,1.0,0
Referral > Direct > Direct > Paid Search > Referral,0.0,1.0,0
Referral > Direct > Direct > Paid Search > Referral > Direct,0.0,1.0,0
Referral > Direct > Direct > Paid Search > Referral > Direct > Direct,0.0,1.0,0
Referral > Direct > Direct > Paid Search > Referral > Direct > Direct > Direct,0.0,1.0,0
Referral > Direct > Direct > Referral,0.0,1.0,0
Referral > Direct > Direct > Referral > Direct,0.0,1.0,0
Referral > Direct > Direct > Referral > Direct > Referral,1.0,0.0,0
Referral > Direct > Direct > Referral > Direct > Referral > Direct,0.0,1.0,0
Referral > Direct > Direct > Referral > Direct > Referral > Direct > Direct,0.0,1.0,0
Referral > Direct > Direct > Referral > Direct > Referral > Direct > Direct > Direct,0.0,1.0,0
Referral > Direct > Direct > Social,0.0,1.0,0
Referral > Direct > Display,0.0,2.0,0
Referral > Direct > Organic Search,0.0,5.0,0
Referral > Direct > Organic Search > Direct,0.0,1.0,0
Referral > Direct > Organic Search > Referral,1.0,0.0,0
Referral > Direct > Referral,0.0,7.0,0
Referral > Direct > Referral > Direct,1.0,1.0,0
Referral > Direct > Referral > Referral,0.0,1.0,0
Referral > Direct > Social,0.0,4.0,0
Referral > Direct > Social > Social,0.0,2.0,0
Referral > Direct > Social > Social > Referral,0.0,1.0,0
Referral > Direct > Social > Social > Referral > Direct,0.0,1.0,0
Referral > Direct > Social > Social > Referral > Direct > Direct,0.0,1.0,0
Referral > Display,0.0,8.0,0
Referral > Display > Direct,0.0,3.0,0
Referral > Display > Direct > Display,0.0,1.0,0
Referral > Display > Direct > Display > Direct,0.0,1.0,0
Referral > Organic Search,3.0,77.0,0
Referral > Organic Search > Direct,0.0,12.0,0
Referral > Organic Search > Direct > Direct,0.0,5.0,0
Referral > Organic Search > Direct > Direct > Direct,1.0,1.0,0
Referral > Organic Search > Direct > Direct > Referral,0.0,2.0,0
Referral > Organic Search > Direct > Referral,0.0,1.0,0
Referral > Organic Search > Display,0.0,2.0,0
Referral > Organic Search > Display > Organic Search,0.0,1.0,0
Referral > Organic Search > Display > Organic Search > Referral,0.0,1.0,0
Referral > Organic Search > Organic Search,0.0,5.0,0
Referral > Organic Search > Organic Search > Organic Search,0.0,4.0,0
Referral > Organic Search > Organic Search > Organic Search > Organic Search,0.0,4.0,0
Referral > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search,0.0,2.0,0
Referral > Organic Search > Organic Search > Organic Search > Organic Search > Referral,0.0,1.0,0
Referral > Organic Search > Organic Search > Organic Search > Organic Search > Referral > Direct,0.0,1.0,0
Referral > Organic Search > Organic Search > Organic Search > Organic Search > Referral > Direct > Direct,0.0,1.0,0
Referral > Organic Search > Organic Search > Organic Search > Organic Search > Referral > Direct > Direct > Organic Search,0.0,1.0,0
Referral > Organic Search > Referral,0.0,14.0,0
Referral > Organic Search > Referral > Direct,0.0,3.0,0
Referral > Organic Search > Referral > Direct > Direct,1.0,0.0,0
Referral > Organic Search > Referral > Organic Search,0.0,4.0,0
Referral > Organic Search > Referral > Organic Search > Referral,0.0,1.0,0
Referral > Organic Search > Referral > Organic Search > Referral > Organic Search,0.0,1.0,0
Referral > Paid Search,0.0,2.0,0
Referral > Paid Search > Organic Search,0.0,1.0,0
Referral > Referral,1.0,32.0,0
Referral > Referral > (Other),0.0,1.0,0
Referral > Referral > (Other) > Referral,0.0,1.0,0
Referral > Referral > (Other) > Referral > Referral,0.0,1.0,0
Referral > Referral > (Other) > Referral > Referral > (Other),0.0,1.0,0
Referral > Referral > (Other) > Referral > Referral > (Other) > Referral,0.0,1.0,0
Referral > Referral > (Other) > Referral > Referral > (Other) > Referral > Referral,0.0,1.0,0
Referral > Referral > (Other) > Referral > Referral > (Other) > Referral > Referral > Referral,0.0,1.0,0
Referral > Referral > (Other) > Referral > Referral > (Other) > Referral > Referral > Referral > Referral,0.0,1.0,0
Referral > Referral > (Other) > Referral > Referral > (Other) > Referral > Referral > Referral > Referral > Referral,0.0,1.0,0
Referral > Referral > (Other) > Referral > Referral > (Other) > Referral > Referral > Referral > Referral > Referral > Referral,0.0,1.0,0
Referral > Referral > (Other) > Referral > Referral > (Other) > Referral > Referral > Referral > Referral > Referral > Referral > Direct,0.0,1.0,0
Referral > Referral > (Other) > Referral > Referral > (Other) > Referral > Referral > Referral > Referral > Referral > Referral > Direct > Referral,0.0,1.0,0
Referral > Referral > (Other) > Referral > Referral > (Other) > Referral > Referral > Referral > Referral > Referral > Referral > Direct > Referral > Referral,0.0,1.0,0
Referral > Referral > (Other) > Referral > Referral > (Other) > Referral > Referral > Referral > Referral > Referral > Referral > Direct > Referral > Referral > Referral,0.0,1.0,0
Referral > Referral > (Other) > Referral > Referral > (Other) > Referral > Referral > Referral > Referral > Referral > Referral > Direct > Referral > Referral > Referral > Referral,0.0,1.0,0
Referral > Referral > (Other) > Referral > Referral > (Other) > Referral > Referral > Referral > Referral > Referral > Referral > Direct > Referral > Referral > Referral > Referral > Referral,0.0,1.0,0
Referral > Referral > Direct,0.0,3.0,0
Referral > Referral > Direct > Direct,0.0,2.0,0
Referral > Referral > Referral,0.0,3.0,0
Referral > Referral > Referral > Referral,0.0,2.0,0
Referral > Referral > Referral > Referral > Referral,0.0,1.0,0
Referral > Referral > Referral > Referral > Referral > Direct,0.0,1.0,0
Referral > Social,0.0,13.0,0
Referral > Social > Direct,0.0,1.0,0
Referral > Social > Direct > Direct,0.0,1.0,0
Referral > Social > Direct > Direct > Direct,0.0,1.0,0
Referral > Social > Organic Search,0.0,1.0,0
Referral > Social > Referral,0.0,1.0,0
Referral > Social > Social,0.0,1.0,0
Referral > Social > Social > Social,0.0,1.0,0
Social,15.0,2990.0,0
Social > Direct,6.0,121.0,0
Social > Direct > Direct,0.0,22.0,0
Social > Direct > Direct > Direct,1.0,8.0,0
Social > Direct > Direct > Direct > Direct,0.0,5.0,0
Social > Direct > Direct > Direct > Direct > Direct,0.0,2.0,0
Social > Direct > Direct > Direct > Direct > Direct > Direct,0.0,1.0,0
Social > Direct > Direct > Direct > Direct > Direct > Direct > Direct,0.0,1.0,0
Social > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,0.0,1.0,0
Social > Direct > Direct > Organic Search,0.0,2.0,0
Social > Direct > Organic Search,0.0,4.0,0
Social > Direct > Paid Search,0.0,1.0,0
Social > Direct > Referral,0.0,1.0,0
Social > Direct > Referral > Paid Search,0.0,1.0,0
Social > Direct > Referral > Paid Search > Organic Search,0.0,1.0,0
Social > Direct > Referral > Paid Search > Organic Search > Direct,0.0,1.0,0
Social > Display,0.0,1.0,0
Social > Organic Search,0.0,23.0,0
Social > Organic Search > Direct,0.0,1.0,0
Social > Organic Search > Direct > Direct,0.0,1.0,0
Social > Organic Search > Direct > Direct > Direct,0.0,1.0,0
Social > Organic Search > Direct > Direct > Direct > Direct,0.0,1.0,0
Social > Organic Search > Organic Search,0.0,1.0,0
Social > Paid Search,0.0,1.0,0
Social > Paid Search > Social,0.0,1.0,0
Social > Referral,0.0,19.0,0
Social > Referral > Direct,0.0,1.0,0
Social > Referral > Social,0.0,7.0,0
Social > Referral > Social > Social,0.0,2.0,0
Social > Social,0.0,22.0,0
Social > Social > Referral,0.0,1.0,0
Social > Social > Social,0.0,3.0,0
